DISTRICT,DISTNAME,DPNT504C,DPNT504P,DPNTALLC,DPNTASIC,DPNTASIP,DPNTBLAC,DPNTBLAP,DPNTDSLC,DPNTDSLP,DPNTECOC,DPNTECOP,DPNTFEMC,DPNTFEMP,DPNTFOSC,DPNTFOSP,DPNTHISC,DPNTHISP,DPNTHOMC,DPNTHOMP,DPNTIMMC,DPNTIMMP,DPNTINDC,DPNTINDP,DPNTLEPC,DPNTLEPP,DPNTMALC,DPNTMALP,DPNTMIGC,DPNTMIGP,DPNTMLCC,DPNTMLCP,DPNTNEDC,DPNTNEDP,DPNTPCIC,DPNTPCIP,DPNTRSKC,DPNTRSKP,DPNTTT1C,DPNTTT1P,DPNTTWOC,DPNTTWOP,DPNTWHIC,DPNTWHIP
"'220814","TEXAS SCHOOL OF THE ARTS",10,3.5,287,22,7.7,68,23.7,7,2.4,64,22.3,208,72.5,0,0,90,31.4,0,0,0,0,0,0,37,12.9,79,27.5,0,0,13,4.5,223,77.7,0,0,40,13.9,0,0,21,7.3,86,30
"'220815","CHAPEL HILL ACADEMY",46,6,763,18,2.4,431,56.5,22,2.9,462,60.6,398,52.2,2,0.3,205,26.9,24,3.1,20,2.6,3,0.4,71,9.3,365,47.8,0,0,13,1.7,301,39.4,4,0.5,105,13.8,763,100,42,5.5,60,7.9
"'220817","NEWMAN INTERNATIONAL ACADEMY OF AR",175,5.7,3059,139,4.5,1294,42.3,95,3.1,1554,50.8,1566,51.2,9,0.3,928,30.3,0,0,2,0.1,7,0.2,438,14.3,1493,48.8,0,0,16,0.5,1505,49.2,6,0.2,983,32.1,3059,100,114,3.7,571,18.7
"'220819","HIGH POINT ACADEMY",178,11.2,1588,39,2.5,252,15.9,116,7.3,414,26.1,875,55.1,0,0,449,28.3,0,0,0,0,3,0.2,103,6.5,713,44.9,1,0.1,134,8.4,1174,73.9,2,0.1,337,21.2,915,57.6,90,5.7,753,47.4
"'220901","ARLINGTON ISD",2395,4.2,56840,3281,5.8,14649,25.8,1433,2.5,42242,74.3,27623,48.6,106,0.2,26743,47,1455,2.6,1241,2.2,263,0.5,16793,29.5,29217,51.4,0,0,568,1,14598,25.7,104,0.2,33886,59.6,35323,62.1,1594,2.8,10206,18
"'220902","BIRDVILLE ISD",2184,9.6,22736,1094,4.8,2118,9.3,1744,7.7,13550,59.6,10964,48.2,55,0.2,10016,44.1,148,0.7,478,2.1,92,0.4,5093,22.4,11772,51.8,3,0,12,0.1,9186,40.4,88,0.4,11822,52,12131,53.4,816,3.6,8512,37.4
"'220904","EVERMAN ISD",350,6.2,5648,42,0.7,1946,34.5,200,3.5,5385,95.3,2750,48.7,16,0.3,3291,58.3,103,1.8,74,1.3,7,0.1,1749,31,2898,51.3,5,0.1,56,1,263,4.7,6,0.1,4548,80.5,5648,100,135,2.4,221,3.9
"'220905","FORT WORTH ISD",4562,5.9,76858,1322,1.7,16167,21,2920,3.8,65637,85.4,37811,49.2,32,0,49423,64.3,1091,1.4,1617,2.1,105,0.1,27249,35.5,39047,50.8,23,0,1908,2.5,11221,14.6,48,0.1,54233,70.6,74492,96.9,1334,1.7,8459,11
"'220906","GRAPEVINE-COLLEYVILLE ISD",1191,8.5,13935,1417,10.2,893,6.4,803,5.8,3392,24.3,7084,50.8,5,0,3408,24.5,280,2,286,2.1,49,0.4,1391,10,6851,49.2,0,0,904,6.5,10543,75.7,25,0.2,3161,22.7,4727,33.9,746,5.4,7397,53.1
"'220907","KELLER ISD",4133,12,34319,2944,8.6,3292,9.6,2882,8.4,9523,27.7,16766,48.9,48,0.1,8230,24,206,0.6,354,1,147,0.4,3264,9.5,17553,51.1,3,0,1758,5.1,24796,72.3,75,0.2,10647,31,7253,21.1,1974,5.8,17657,51.4
"'220908","MANSFIELD ISD",2303,6.6,35127,2776,7.9,11007,31.3,1352,3.8,14641,41.7,17034,48.5,95,0.3,9249,26.3,124,0.4,449,1.3,110,0.3,3770,10.7,18093,51.5,0,0,979,2.8,20486,58.3,47,0.1,11638,33.1,14811,42.2,1727,4.9,10211,29.1
"'220910","LAKE WORTH ISD",204,6.2,3311,51,1.5,712,21.5,86,2.6,2973,89.8,1641,49.6,4,0.1,1890,57.1,17,0.5,77,2.3,22,0.7,729,22,1670,50.4,0,0,103,3.1,338,10.2,4,0.1,1881,56.8,3311,100,83,2.5,549,16.6
"'220912","CROWLEY ISD",1275,8.1,15731,642,4.1,7313,46.5,888,5.6,11815,75.1,7605,48.3,58,0.4,5197,33,31,0.2,67,0.4,50,0.3,2670,17,8126,51.7,3,0,330,2.1,3916,24.9,33,0.2,8098,51.5,15731,100,634,4,1862,11.8
"'220914","KENNEDALE ISD",342,11.9,2885,119,4.1,728,25.2,191,6.6,1398,48.5,1368,47.4,38,1.3,765,26.5,16,0.6,28,1,5,0.2,284,9.8,1517,52.6,0,0,132,4.6,1487,51.5,13,0.5,1092,37.9,2884,100,162,5.6,1093,37.9
"'220915","AZLE ISD",690,10.3,6685,33,0.5,82,1.2,349,5.2,3082,46.1,3206,48,16,0.2,1660,24.8,129,1.9,25,0.4,21,0.3,436,6.5,3479,52,0,0,171,2.6,3603,53.9,10,0.1,2335,34.9,3662,54.8,261,3.9,4618,69.1
"'220916","HURST-EULESS-BEDFORD ISD",1645,7.2,22962,1820,7.9,4741,20.6,1137,5,11719,51,11019,48,31,0.1,7129,31,500,2.2,1148,5,74,0.3,4056,17.7,11943,52,2,0,499,2.2,11243,49,621,2.7,10009,43.6,10173,44.3,1312,5.7,7265,31.6
"'220917","CASTLEBERRY ISD",212,5.9,3617,9,0.2,66,1.8,125,3.5,3081,85.2,1744,48.2,6,0.2,2986,82.6,8,0.2,54,1.5,8,0.2,1308,36.2,1873,51.8,0,0,37,1,536,14.8,9,0.2,2516,69.6,3617,100,37,1,502,13.9
"'220918","EAGLE MT-SAGINAW ISD",1648,7.8,21245,956,4.5,3168,14.9,674,3.2,8977,42.3,10194,48,54,0.3,8264,38.9,163,0.8,158,0.7,69,0.3,2651,12.5,11051,52,0,0,1335,6.3,12268,57.7,56,0.3,9463,44.5,6528,30.7,963,4.5,7769,36.6
"'220919","CARROLL ISD",821,9.9,8324,1691,20.3,165,2,392,4.7,98,1.2,4006,48.1,8,0.1,870,10.5,2,0,71,0.9,22,0.3,254,3.1,4318,51.9,0,0,161,1.9,8226,98.8,6,0.1,1022,12.3,69,0.8,462,5.6,5108,61.4
"'220920","WHITE SETTLEMENT ISD",722,10.8,6701,97,1.4,633,9.4,401,6,4062,60.6,3214,48,6,0.1,2919,43.6,13,0.2,31,0.5,26,0.4,897,13.4,3487,52,4,0.1,230,3.4,2639,39.4,16,0.2,3490,52.1,6699,100,327,4.9,2683,40
"'221801","TEXAS COLLEGE PREPARATORY ACADEMIE",1304,8.3,15671,1105,7.1,2412,15.4,648,4.1,5862,37.4,8152,52,33,0.2,5037,32.1,56,0.4,0,0,66,0.4,1570,10,7519,48,0,0,400,2.6,9809,62.6,21,0.1,4979,31.8,4966,31.7,773,4.9,6257,39.9
"'221901","ABILENE ISD",680,4.3,15680,208,1.3,2074,13.2,354,2.3,10610,67.7,7719,49.2,198,1.3,7222,46.1,805,5.1,350,2.2,39,0.2,804,5.1,7961,50.8,2,0,1176,7.5,5070,32.3,24,0.2,7853,50.1,5831,37.2,666,4.2,5447,34.7
"'221904","MERKEL ISD",75,6.8,1097,0,0,8,0.7,41,3.7,629,57.3,559,51,12,1.1,285,26,25,2.3,0,0,7,0.6,25,2.3,538,49,0,0,36,3.3,468,42.7,0,0,405,36.9,557,50.8,26,2.4,771,70.3
"'221905","TRENT ISD",8,6.1,131,0,0,6,4.6,3,2.3,98,74.8,55,42,0,0,21,16,1,0.8,0,0,0,0,1,0.8,76,58,0,0,6,4.6,33,25.2,4,3.1,50,38.2,131,100,0,0,100,76.3
"'221911","JIM NED CISD",94,6.6,1414,1,0.1,15,1.1,43,3,310,21.9,654,46.3,7,0.5,181,12.8,11,0.8,0,0,2,0.1,2,0.1,760,53.7,0,0,134,9.5,1104,78.1,0,0,389,27.5,341,24.1,31,2.2,1184,83.7
"'221912","WYLIE ISD",303,6.2,4910,132,2.7,216,4.4,0,0,1043,21.2,2408,49,31,0.6,1050,21.4,10,0.2,0,0,12,0.2,94,1.9,2502,51,0,0,899,18.3,3867,78.8,13,0.3,1230,25.1,110,2.2,209,4.3,3278,66.8
"'222901","TERRELL COUNTY ISD",4,3.3,121,3,2.5,0,0,5,4.1,69,57,64,52.9,0,0,74,61.2,0,0,0,0,0,0,6,5,57,47.1,0,0,0,0,52,43,0,0,52,43,121,100,3,2.5,41,33.9
"'223901","BROWNFIELD ISD",71,4.4,1598,5,0.3,43,2.7,45,2.8,1390,87,753,47.1,21,1.3,1271,79.5,47,2.9,16,1,2,0.1,130,8.1,845,52.9,96,6,28,1.8,208,13,0,0,880,55.1,1598,100,26,1.6,251,15.7
"'223902","MEADOW ISD",26,9.8,265,0,0,0,0,16,6,199,75.1,141,53.2,1,0.4,185,69.8,2,0.8,0,0,1,0.4,18,6.8,124,46.8,68,25.7,2,0.8,66,24.9,0,0,139,52.5,265,100,3,1.1,76,28.7
"'223904","WELLMAN-UNION CISD",16,5.2,308,0,0,1,0.3,11,3.6,165,53.6,163,52.9,0,0,134,43.5,4,1.3,6,1.9,0,0,40,13,145,47.1,12,3.9,8,2.6,143,46.4,0,0,118,38.3,308,100,2,0.6,171,55.5
"'224901","THROCKMORTON COLLEGIATE ISD",31,22.1,140,0,0,2,1.4,13,9.3,64,45.7,68,48.6,0,0,19,13.6,26,18.6,0,0,0,0,0,0,72,51.4,0,0,0,0,76,54.3,0,0,70,50,140,100,0,0,119,85
"'224902","WOODSON ISD",15,9.3,161,0,0,0,0,12,7.5,88,54.7,81,50.3,0,0,28,17.4,0,0,2,1.2,0,0,0,0,80,49.7,0,0,0,0,73,45.3,0,0,45,28,161,100,5,3.1,128,79.5
"'225902","MOUNT PLEASANT ISD",554,10.4,5306,37,0.7,586,11,603,11.4,4070,76.7,2617,49.3,22,0.4,3738,70.4,43,0.8,48,0.9,5,0.1,2536,47.8,2689,50.7,7,0.1,24,0.5,1236,23.3,4,0.1,3795,71.5,2953,55.7,101,1.9,835,15.7
"'225906","CHAPEL HILL ISD",132,13.3,992,12,1.2,17,1.7,99,10,418,42.1,511,51.5,0,0,381,38.4,2,0.2,1,0.1,3,0.3,184,18.5,481,48.5,1,0.1,2,0.2,574,57.9,1,0.1,304,30.6,990,99.8,28,2.8,550,55.4
"'225907","HARTS BLUFF ISD",125,17.9,700,5,0.7,12,1.7,102,14.6,431,61.6,335,47.9,1,0.1,374,53.4,12,1.7,10,1.4,0,0,241,34.4,365,52.1,0,0,14,2,269,38.4,0,0,381,54.4,700,100,10,1.4,299,42.7
"'226801","TEXAS LEADERSHIP PUBLIC SCHOOLS",208,7.3,2863,27,0.9,267,9.3,117,4.1,1439,50.3,1472,51.4,17,0.6,1604,56,5,0.2,14,0.5,8,0.3,114,4,1391,48.6,0,0,100,3.5,1424,49.7,6,0.2,1800,62.9,2863,100,97,3.4,854,29.8
"'226901","CHRISTOVAL ISD",20,3.5,566,2,0.4,0,0,28,4.9,165,29.2,261,46.1,0,0,147,26,4,0.7,0,0,2,0.4,1,0.2,305,53.9,0,0,13,2.3,401,70.8,0,0,123,21.7,245,43.3,21,3.7,394,69.6
"'226903","SAN ANGELO ISD",880,6.2,14100,172,1.2,505,3.6,212,1.5,7779,55.2,6921,49.1,99,0.7,8547,60.6,150,1.1,105,0.7,38,0.3,690,4.9,7179,50.9,22,0.2,849,6,6321,44.8,18,0.1,7042,49.9,9891,70.1,361,2.6,4459,31.6
"'226905","WATER VALLEY ISD",18,5.8,313,1,0.3,8,2.6,14,4.5,152,48.6,146,46.6,2,0.6,95,30.4,0,0,0,0,0,0,8,2.6,167,53.4,0,0,2,0.6,161,51.4,0,0,132,42.2,302,96.5,20,6.4,189,60.4
"'226906","WALL ISD",105,8.3,1258,5,0.4,2,0.2,57,4.5,203,16.1,628,49.9,2,0.2,253,20.1,10,0.8,5,0.4,3,0.2,15,1.2,630,50.1,2,0.2,45,3.6,1055,83.9,0,0,300,23.8,622,49.4,17,1.4,978,77.7
"'226907","GRAPE CREEK ISD",60,5.5,1099,1,0.1,6,0.5,81,7.4,748,68.1,496,45.1,1,0.1,493,44.9,7,0.6,0,0,1,0.1,53,4.8,603,54.9,1,0.1,48,4.4,351,31.9,1,0.1,470,42.8,792,72.1,21,1.9,576,52.4
"'226908","VERIBEST ISD",22,8.5,258,1,0.4,2,0.8,15,5.8,94,36.4,135,52.3,0,0,79,30.6,0,0,2,0.8,0,0,16,6.2,123,47.7,2,0.8,4,1.6,164,63.6,0,0,27,10.5,257,99.6,5,1.9,171,66.3
"'227506","UNIVERSITY OF TEXAS AT AUSTIN H S",42,15.3,274,16,5.8,12,4.4,9,3.3,15,5.5,136,49.6,0,0,55,20.1,0,0,0,0,2,0.7,0,0,138,50.4,0,0,24,8.8,259,94.5,0,0,57,20.8,0,0,12,4.4,177,64.6
"'227803","WAYSIDE SCHOOLS",164,8.8,1861,16,0.9,110,5.9,96,5.2,1412,75.9,894,48,4,0.2,1442,77.5,6,0.3,70,3.8,3,0.2,769,41.3,967,52,0,0,6,0.3,449,24.1,0,0,1365,73.3,1861,100,53,2.8,237,12.7
"'227804","NYOS CHARTER SCHOOL",138,12.8,1077,127,11.8,154,14.3,47,4.4,327,30.4,528,49,0,0,337,31.3,0,0,1,0.1,3,0.3,257,23.9,549,51,0,0,7,0.6,750,69.6,2,0.2,426,39.6,1077,100,61,5.7,393,36.5
"'227805","TEXAS EMPOWERMENT ACADEMY",13,3.6,360,0,0,324,90,0,0,266,73.9,170,47.2,0,0,24,6.7,0,0,0,0,0,0,1,0.3,190,52.8,0,0,0,0,94,26.1,3,0.8,126,35,360,100,9,2.5,0,0
"'227806","UNIVERSITY OF TEXAS UNIVERSITY CHA",91,14.7,618,5,0.8,107,17.3,22,3.6,359,58.1,339,54.9,229,37.1,220,35.6,2,0.3,1,0.2,9,1.5,21,3.4,279,45.1,1,0.2,35,5.7,259,41.9,2,0.3,545,88.2,20,3.2,28,4.5,247,40
"'227814","CHAPARRAL STAR ACADEMY",14,3.8,370,79,21.4,29,7.8,1,0.3,32,8.6,193,52.2,0,0,67,18.1,0,0,0,0,3,0.8,39,10.5,177,47.8,0,0,0,0,338,91.4,1,0.3,76,20.5,0,0,22,5.9,169,45.7
"'227816","HARMONY SCIENCE ACADEMY (AUSTIN)",190,4.2,4517,972,21.5,497,11,120,2.7,2854,63.2,2156,47.7,0,0,2299,50.9,16,0.4,11,0.2,4,0.1,2114,46.8,2361,52.3,1,0,1,0,1663,36.8,2,0,2736,60.6,3844,85.1,91,2,652,14.4
"'227817","CEDARS INTERNATIONAL ACADEMY",35,7.1,496,7,1.4,55,11.1,43,8.7,398,80.2,239,48.2,0,0,390,78.6,6,1.2,0,0,1,0.2,239,48.2,257,51.8,0,0,0,0,98,19.8,0,0,263,53,380,76.6,11,2.2,32,6.5
"'227819","UNIVERSITY OF TEXAS ELEMENTARY CHA",20,6.9,290,5,1.7,39,13.4,16,5.5,161,55.5,137,47.2,2,0.7,182,62.8,2,0.7,0,0,0,0,42,14.5,153,52.8,0,0,2,0.7,129,44.5,0,0,102,35.2,99,34.1,13,4.5,51,17.6
"'227820","KIPP TEXAS PUBLIC SCHOOLS",886,2.8,31200,630,2,8091,25.9,340,1.1,28169,90.3,15338,49.2,96,0.3,21568,69.1,694,2.2,241,0.8,136,0.4,11531,37,15862,50.8,20,0.1,307,1,3031,9.7,29,0.1,13342,42.8,30543,97.9,263,0.8,483,1.5
"'227821","AUSTIN DISCOVERY SCHOOL",64,14.8,433,1,0.2,6,1.4,60,13.9,83,19.2,197,45.5,4,0.9,101,23.3,2,0.5,0,0,2,0.5,2,0.5,236,54.5,0,0,0,0,350,80.8,1,0.2,54,12.5,12,2.8,23,5.3,299,69.1
"'227824","PROMESA PUBLIC SCHOOLS",48,4.8,1010,0,0,55,5.4,14,1.4,920,91.1,502,49.7,0,0,905,89.6,7,0.7,0,0,0,0,336,33.3,508,50.3,0,0,0,0,90,8.9,0,0,584,57.8,0,0,7,0.7,43,4.3
"'227825","AUSTIN ACHIEVE PUBLIC SCHOOLS",107,4.9,2183,6,0.3,171,7.8,54,2.5,2000,91.6,1096,50.2,2,0.1,1925,88.2,0,0,95,4.4,2,0.1,1309,60,1087,49.8,2,0.1,13,0.6,183,8.4,0,0,1535,70.3,2183,100,14,0.6,65,3
"'227826","MONTESSORI FOR ALL",16,3.3,479,11,2.3,54,11.3,9,1.9,239,49.9,250,52.2,0,0,232,48.4,0,0,0,0,0,0,117,24.4,229,47.8,0,0,1,0.2,240,50.1,0,0,122,25.5,373,77.9,24,5,158,33
"'227827","THE EXCEL CENTER (FOR ADULTS)",0,0,783,22,2.8,156,19.9,0,0,718,91.7,524,66.9,0,0,448,57.2,0,0,36,4.6,4,0.5,169,21.6,259,33.1,0,0,0,0,65,8.3,2,0.3,783,100,0,0,10,1.3,141,18
"'227829","VALOR PUBLIC SCHOOLS",93,8.5,1091,66,6,44,4,54,4.9,220,20.2,568,52.1,0,0,259,23.7,0,0,1,0.1,1,0.1,37,3.4,523,47.9,0,0,12,1.1,871,79.8,0,0,287,26.3,0,0,73,6.7,648,59.4
"'227901","AUSTIN ISD",7682,10.3,74871,3405,4.5,4949,6.6,6784,9.1,38824,51.9,36625,48.9,129,0.2,41148,55,563,0.8,4782,6.4,105,0.1,21108,28.2,38246,51.1,26,0,190,0.3,36047,48.1,63,0.1,35342,47.2,29477,39.4,2654,3.5,22547,30.1
"'227904","PFLUGERVILLE ISD",2287,9,25436,2109,8.3,3922,15.4,1192,4.7,12146,47.8,12301,48.4,83,0.3,12259,48.2,239,0.9,620,2.4,51,0.2,5966,23.5,13135,51.6,0,0,1236,4.9,13290,52.2,49,0.2,13108,51.5,18017,70.8,1221,4.8,5825,22.9
"'227907","MANOR ISD",493,5.3,9238,381,4.1,1838,19.9,292,3.2,7076,76.6,4549,49.2,47,0.5,6072,65.7,224,2.4,108,1.2,20,0.2,3929,42.5,4689,50.8,0,0,99,1.1,2162,23.4,15,0.2,7117,77,4273,46.3,274,3,638,6.9
"'227909","EANES ISD",1030,12.9,7968,1041,13.1,78,1,492,6.2,262,3.3,3875,48.6,5,0.1,1082,13.6,2,0,134,1.7,11,0.1,171,2.1,4093,51.4,0,0,208,2.6,7706,96.7,7,0.1,787,9.9,139,1.7,414,5.2,5335,67
"'227910","DEL VALLE ISD",621,5.8,10654,99,0.9,901,8.5,754,7.1,9471,88.9,5134,48.2,37,0.3,9021,84.7,104,1,323,3,8,0.1,4722,44.3,5520,51.8,4,0,22,0.2,1183,11.1,7,0.1,7759,72.8,10519,98.7,171,1.6,447,4.2
"'227912","LAGO VISTA ISD",150,9.2,1625,6,0.4,7,0.4,74,4.6,426,26.2,754,46.4,1,0.1,431,26.5,14,0.9,0,0,9,0.6,106,6.5,871,53.6,0,0,17,1,1199,73.8,3,0.2,503,31,21,1.3,82,5,1087,66.9
"'227913","LAKE TRAVIS ISD",1267,11.5,11001,786,7.1,192,1.7,469,4.3,1066,9.7,5266,47.9,22,0.2,2207,20.1,8,0.1,88,0.8,30,0.3,720,6.5,5735,52.1,1,0,59,0.5,9935,90.3,7,0.1,2031,18.5,1165,10.6,543,4.9,7236,65.8
"'228901","GROVETON ISD",45,5.9,762,5,0.7,41,5.4,28,3.7,505,66.3,359,47.1,0,0,109,14.3,1,0.1,2,0.3,1,0.1,9,1.2,403,52.9,0,0,1,0.1,257,33.7,1,0.1,116,15.2,762,100,25,3.3,580,76.1
"'228903","TRINITY ISD",94,8.1,1161,5,0.4,169,14.6,56,4.8,973,83.8,578,49.8,15,1.3,306,26.4,6,0.5,2,0.2,0,0,94,8.1,583,50.2,0,0,11,0.9,188,16.2,1,0.1,359,30.9,1161,100,61,5.3,619,53.3
"'228904","CENTERVILLE ISD",6,4.3,139,0,0,0,0,9,6.5,90,64.7,61,43.9,1,0.7,6,4.3,0,0,0,0,0,0,0,0,78,56.1,0,0,0,0,49,35.3,0,0,2,1.4,139,100,0,0,133,95.7
"'228905","APPLE SPRINGS ISD",14,6.8,206,1,0.5,13,6.3,17,8.3,123,59.7,106,51.5,0,0,16,7.8,0,0,0,0,1,0.5,0,0,100,48.5,0,0,0,0,83,40.3,0,0,50,24.3,206,100,2,1,173,84
"'229901","COLMESNEIL ISD",37,8.5,435,0,0,12,2.8,12,2.8,289,66.4,215,49.4,1,0.2,29,6.7,0,0,0,0,1,0.2,0,0,220,50.6,0,0,1,0.2,146,33.6,1,0.2,119,27.4,435,100,11,2.5,381,87.6
"'229903","WOODVILLE ISD",139,11.2,1236,8,0.6,282,22.8,99,8,872,70.6,620,50.2,10,0.8,136,11,14,1.1,0,0,41,3.3,54,4.4,616,49.8,0,0,14,1.1,364,29.4,1,0.1,422,34.1,1235,99.9,71,5.7,697,56.4
"'229904","WARREN ISD",154,12.1,1268,7,0.6,13,1,91,7.2,791,62.4,575,45.3,1,0.1,69,5.4,0,0,0,0,12,0.9,16,1.3,693,54.7,0,0,0,0,477,37.6,1,0.1,658,51.9,569,44.9,40,3.2,1126,88.8
"'229905","SPURGER ISD",33,9.2,358,4,1.1,2,0.6,11,3.1,207,57.8,189,52.8,0,0,29,8.1,9,2.5,2,0.6,2,0.6,10,2.8,169,47.2,0,0,7,2,151,42.2,0,0,164,45.8,356,99.4,6,1.7,315,88
"'229906","CHESTER ISD",45,21.3,211,0,0,3,1.4,19,9,126,59.7,98,46.4,0,0,11,5.2,0,0,0,0,0,0,0,0,113,53.6,0,0,0,0,85,40.3,0,0,83,39.3,203,96.2,9,4.3,188,89.1
"'230901","BIG SANDY ISD",65,10.1,643,1,0.2,63,9.8,41,6.4,435,67.7,307,47.7,9,1.4,67,10.4,40,6.2,0,0,2,0.3,26,4,336,52.3,0,0,3,0.5,208,32.3,0,0,230,35.8,643,100,53,8.2,457,71.1
"'230902","GILMER ISD",211,8.4,2510,9,0.4,237,9.4,124,4.9,2039,81.2,1180,47,38,1.5,544,21.7,105,4.2,7,0.3,14,0.6,236,9.4,1330,53,6,0.2,27,1.1,471,18.8,3,0.1,1173,46.7,1801,71.8,183,7.3,1520,60.6
"'230903","ORE CITY ISD",106,11.4,928,4,0.4,40,4.3,73,7.9,622,67,444,47.8,1,0.1,179,19.3,4,0.4,7,0.8,4,0.4,74,8,484,52.2,0,0,21,2.3,306,33,1,0.1,471,50.8,928,100,43,4.6,657,70.8
"'230904","UNION HILL ISD",57,18.6,307,4,1.3,23,7.5,20,6.5,190,61.9,141,45.9,5,1.6,42,13.7,0,0,3,1,3,1,12,3.9,166,54.1,0,0,9,2.9,117,38.1,0,0,128,41.7,307,100,15,4.9,220,71.7
"'230905","HARMONY ISD",106,10.3,1025,6,0.6,4,0.4,86,8.4,541,52.8,489,47.7,1,0.1,184,18,8,0.8,0,0,1,0.1,44,4.3,536,52.3,5,0.5,9,0.9,484,47.2,0,0,426,41.6,717,70,16,1.6,814,79.4
"'230906","NEW DIANA ISD",134,11.4,1175,2,0.2,79,6.7,63,5.4,470,40,552,47,17,1.4,135,11.5,1,0.1,0,0,6,0.5,13,1.1,623,53,0,0,21,1.8,705,60,1,0.1,374,31.8,594,50.6,67,5.7,885,75.3
"'230908","UNION GROVE ISD",110,15.3,721,2,0.3,8,1.1,70,9.7,333,46.2,367,50.9,2,0.3,65,9,8,1.1,0,0,5,0.7,16,2.2,354,49.1,0,0,0,0,388,53.8,0,0,219,30.4,375,52,18,2.5,623,86.4
"'231901","MCCAMEY ISD",32,6.5,494,0,0,9,1.8,30,6.1,337,68.2,260,52.6,0,0,390,78.9,0,0,0,0,3,0.6,30,6.1,234,47.4,0,0,0,0,157,31.8,0,0,236,47.8,494,100,6,1.2,86,17.4
"'231902","RANKIN ISD",25,8.7,289,2,0.7,0,0,16,5.5,125,43.3,135,46.7,0,0,132,45.7,8,2.8,13,4.5,1,0.3,26,9,154,53.3,0,0,0,0,164,56.7,0,0,130,45,288,99.7,3,1,151,52.2
"'232901","KNIPPA ISD",44,9.6,456,9,2,0,0,9,2,169,37.1,229,50.2,0,0,264,57.9,0,0,0,0,1,0.2,11,2.4,227,49.8,0,0,0,0,287,62.9,0,0,64,14,454,99.6,0,0,182,39.9
"'232902","SABINAL ISD",42,9.9,426,0,0,1,0.2,50,11.7,275,64.6,201,47.2,0,0,368,86.4,8,1.9,4,0.9,0,0,21,4.9,225,52.8,2,0.5,11,2.6,151,35.4,0,0,208,48.8,426,100,2,0.5,55,12.9
"'232903","UVALDE CISD",250,6,4150,13,0.3,12,0.3,177,4.3,3301,79.5,2033,49,4,0.1,3769,90.8,27,0.7,1,0,2,0,294,7.1,2117,51,107,2.6,58,1.4,849,20.5,1,0,2764,66.6,4150,100,14,0.3,339,8.2
"'232904","UTOPIA ISD",22,10.7,206,1,0.5,1,0.5,9,4.4,84,40.8,97,47.1,0,0,53,25.7,0,0,0,0,0,0,8,3.9,109,52.9,0,0,0,0,122,59.2,0,0,20,9.7,206,100,4,1.9,147,71.4
"'233901","SAN FELIPE-DEL RIO CISD",921,9.3,9874,35,0.4,65,0.7,374,3.8,7035,71.2,4894,49.6,2,0,9241,93.6,45,0.5,182,1.8,5,0.1,1705,17.3,4980,50.4,198,2,346,3.5,2839,28.8,2,0,7089,71.8,9754,98.8,33,0.3,493,5
"'233903","COMSTOCK ISD",16,6.9,231,0,0,2,0.9,6,2.6,79,34.2,119,51.5,0,0,138,59.7,0,0,0,0,0,0,8,3.5,112,48.5,0,0,31,13.4,152,65.8,0,0,44,19,231,100,2,0.9,89,38.5
"'234801","RANCH ACADEMY",13,21.3,61,0,0,0,0,6,9.8,33,54.1,32,52.5,0,0,12,19.7,12,19.7,0,0,0,0,0,0,29,47.5,0,0,0,0,28,45.9,0,0,56,91.8,61,100,4,6.6,45,73.8
"'234902","CANTON ISD",231,10.8,2134,24,1.1,53,2.5,193,9,828,38.8,1063,49.8,21,1,306,14.3,12,0.6,5,0.2,12,0.6,78,3.7,1071,50.2,1,0,75,3.5,1306,61.2,0,0,679,31.8,1507,70.6,60,2.8,1679,78.7
"'234903","EDGEWOOD ISD",108,11.2,963,2,0.2,33,3.4,74,7.7,494,51.3,459,47.7,1,0.1,121,12.6,0,0,0,0,1,0.1,20,2.1,504,52.3,0,0,7,0.7,469,48.7,0,0,204,21.2,434,45.1,26,2.7,780,81
"'234904","GRAND SALINE ISD",128,11.5,1115,6,0.5,9,0.8,92,8.3,661,59.3,513,46,8,0.7,316,28.3,6,0.5,9,0.8,4,0.4,145,13,602,54,0,0,15,1.3,454,40.7,0,0,440,39.5,1106,99.2,24,2.2,756,67.8
"'234905","MARTINS MILL ISD",62,13.6,457,0,0,13,2.8,43,9.4,213,46.6,226,49.5,0,0,101,22.1,0,0,0,0,2,0.4,48,10.5,231,50.5,0,0,0,0,244,53.4,0,0,186,40.7,457,100,5,1.1,336,73.5
"'234906","VAN ISD",188,8,2354,7,0.3,64,2.7,81,3.4,1230,52.3,1150,48.9,10,0.4,514,21.8,2,0.1,0,0,5,0.2,144,6.1,1204,51.1,0,0,0,0,1124,47.7,1,0,845,35.9,1212,51.5,102,4.3,1661,70.6
"'234907","WILLS POINT ISD",236,9.6,2467,10,0.4,125,5.1,167,6.8,1509,61.2,1237,50.1,6,0.2,681,27.6,5,0.2,5,0.2,20,0.8,264,10.7,1230,49.9,0,0,2,0.1,958,38.8,1,0,1015,41.1,975,39.5,84,3.4,1546,62.7
