DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DAPID14N,DAPID14R,DAUND13C,DAUND13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
'031901,0,0,7,0.2,0,0,2485,87.8,346,12.2,2831,100,18,0,127,0.6,2,0.1,2784,98.3,0,0,7952,16.899999999999999,12,7.5,5.4,2.6,1.6,2.4,3.9,5.4,2.2000000000000002,13.3,7.1,3.1,1.5,0.7,4.3,3.4,2.6,9.6,49314,95,0.2,14601,29.6,34,0.1,591,1.1000000000000001,47403,96.1,3725,7.6,3611,7.3,3619,7.3,3616,7.3,3441,7,3438,7,3711,7.5,3763,7.6,4333,8.8,3307,6.7,3108,6.3,2778,5.6,33,0.1,4999,10.1,3405,6.9,3426,6.9,48697,98.7,7,0,15152,30.7,1911,3.9,5,0,31985,64.9,5014,10.2,5,0,14246,28.9,471,1,306,10.8,38,1.3
'031903,3,0.3,7,0.6,0,0,979,85.3,169,14.7,1148,100,0,0,81,0.9,7,0.6,1012,88.2,1,0.1,3807,20.6,4.2,3.2,1.6,0.5,0.5,0.3,0.4,1.8,0.9,6.8,8.1999999999999993,0.7,1.1000000000000001,0.6,0.6,0,1.4,1.8,18475,111,0.6,2848,15.4,87,0.5,693,3.5,14551,78.8,1334,7.2,1361,7.4,1395,7.6,1388,7.5,1407,7.6,1347,7.3,1407,7.6,1306,7.1,1530,8.3,1366,7.4,1208,6.5,1092,5.9,23,0.1,1141,6.2,1369,7.4,942,5.1,16890,91.4,31,0.2,2607,14.1,3924,21.2,5,0,10238,55.4,1556,8.4,27,0.1,5073,27.5,1324,7.2,92,8,118,10.3
'031905,1,0.5,0,0,0,0,206,95.8,9,4.2,215,100,15,0.4,6,0.4,0,0,207,96.3,0,0,537,15.7,7,4.3,4.2,0,1.9,0,0,0,0.4,16.7,15.6,0,0,3.3,0,0,0,0,3597,2,0.1,423,11.8,3,0.1,55,1.4,2917,81.1,258,7.2,260,7.2,248,6.9,246,6.8,289,8,285,7.9,254,7.1,257,7.1,254,7.1,263,7.3,205,5.7,211,5.9,2,0.1,188,5.2,247,6.9,318,8.8,3472,96.5,6,0.2,489,13.6,680,18.9,0,0,1860,51.7,257,7.1,7,0.2,801,22.3,107,3,16,7.4,7,3.3
'031906,1,0.2,1,0.2,0,0,611,96.4,23,3.6,634,100,6,0.1,23,0.5,1,0.2,612,96.5,0,0,1356,13.8,6.7,3.9,1.9,1.1000000000000001,0.3,0.1,0.7,0.5,1.2,15,9.5,0,0,1.7,10.4,1.8,1.6,10.4,10523,18,0.2,1989,18.9,20,0.2,101,0.9,7973,75.8,776,7.4,691,6.6,719,6.8,742,7.1,775,7.4,835,7.9,886,8.4,763,7.3,1010,9.6,686,6.5,648,6.2,701,6.7,28,0.3,789,7.5,708,6.7,555,5.3,10131,96.3,13,0.1,2193,20.8,2550,24.2,1,0,4683,44.5,726,6.9,9,0.1,2522,24,331,3.1,26,4.0999999999999996,19,3
'031909,1,0.7,2,1.4,0,0,124,86.7,19,13.3,143,100,9,0.3,3,0.3,1,0.7,121,84.6,1,0.7,293,12.4,6.8,3.4,1.7,0.5,1.2,2.4,0.6,2,1.6,38.5,12.5,0,4,9.1,8,0,5,5.9,2637,8,0.3,809,30.7,11,0.4,60,2.1,2360,89.5,231,8.8,209,7.9,187,7.1,196,7.4,218,8.3,189,7.2,181,6.9,191,7.2,195,7.4,174,6.6,121,4.6,168,6.4,5,0.2,135,5.1,214,8.1,158,6,2405,91.2,9,0.3,883,33.5,277,10.5,0,0,1783,67.6,233,8.8,14,0.5,644,24.4,190,7.2,10,7,17,11.9
'031911,0,0,0,0,0,0,99,75.599999999999994,32,24.4,131,100,4,0.2,5,0.5,0,0,128,97.7,0,0,232,11.3,7.6,0,0,0,0.6,0,0,0,5,11.1,0,0,0,0,0,0,0,0,2168,0,0,273,12.6,2,0.1,35,1.5,1867,86.1,150,6.9,144,6.6,140,6.5,158,7.3,149,6.9,178,8.2,171,7.9,183,8.4,169,7.8,163,7.5,160,7.4,126,5.8,1,0,106,4.9,150,6.9,126,5.8,2096,96.7,1,0,312,14.4,301,13.9,0,0,1347,62.1,157,7.2,1,0,506,23.3,68,3.1,15,11.5,3,2.2999999999999998
'031912,0,0,1,0.2,0,0,555,84.7,100,15.3,655,100,102,0.8,19,0.4,0,0,650,99.2,0,0,2469,21.9,5.4,3.9,0.3,1.3,0.8,2,2.9,2.9,0.4,2.2000000000000002,2.9,1.4,0,0,0,1.3,3.3,8.3000000000000007,11010,5,0,2189,19.9,5,0,338,2.7,9136,83,799,7.3,799,7.3,820,7.4,835,7.6,849,7.7,808,7.3,875,7.9,861,7.8,813,7.4,829,7.5,624,5.7,601,5.5,38,0.3,363,3.3,747,6.8,712,6.5,10900,99,1,0,2555,23.2,1874,17,0,0,7036,63.9,826,7.5,12,0.1,2814,25.6,87,0.8,38,5.8,4,0.6
'031913,0,0,0,0,0,0,30,85.7,5,14.3,35,100,3,0.4,1,0.3,0,0,35,100,0,0,118,18.3,2.7,0,0,0,0,0,0,1.8,0,0,0,.,0,0,0,0,0,0,727,0,0,299,41.1,0,0,6,0.8,698,96,52,7.2,44,6.1,56,7.7,40,5.5,49,6.7,69,9.5,45,6.2,48,6.6,62,8.5,53,7.3,41,5.6,35,4.8,0,0,77,10.6,53,7.3,80,11,719,98.9,0,0,303,41.7,29,4,0,0,520,71.5,41,5.6,0,0,187,25.7,8,1.1,1,2.9,0,0
'031914,0,0,0,0,0,0,79,83.2,16,16.8,95,100,0,0,3,0.5,1,1.1000000000000001,90,94.7,0,0,214,18.2,2.4,2.5,0,0,0,0,1.4,0.9,2.4,0,0,0,0,0,0,0,0,0,1170,0,0,157,13.4,1,0.1,38,2.9,1125,96.2,90,7.7,88,7.5,87,7.4,73,6.2,99,8.5,70,6,94,8,79,6.8,104,8.9,82,7,73,6.2,89,7.6,0,0,43,3.7,83,7.1,59,5,1161,99.2,0,0,174,14.9,45,3.8,0,0,795,67.9,92,7.9,0,0,386,33,8,0.7,16,16.8,4,4.2
'031916,2,0.4,50,8.8000000000000007,1,0.2,540,94.9,29,5.0999999999999996,569,100,5,0.1,10,0.3,10,1.8,464,81.5,3,0.5,313,8.9,.,.,.,.,.,.,0.7,0,.,.,.,.,.,.,.,0,0,.,3353,361,10.8,68,2,36,1.1,29,0.8,2027,60.5,0,0,0,0,0,0,0,0,0,0,0,0,282,8.4,294,8.8,791,23.6,707,21.1,671,20,608,18.1,0,0,728,21.7,0,0,0,0,2737,81.6,1,0,57,1.7,1326,39.5,0,0,883,26.3,41,1.2,28,0.8,3003,89.6,190,5.7,5,0.9,39,6.9
'032902,4,2.2999999999999998,1,0.6,0,0,127,73.8,45,26.2,172,100,0,0,3,0.3,41,23.8,65,37.799999999999997,0,0,302,12.7,10.1,3.5,2.4,0.6,0,0.7,1.8,0.5,4,18.2,10,0,5.6,0,0,0,0,16.7,2449,24,1,359,14.7,423,17.3,46,1.7,1932,78.9,202,8.2,178,7.3,188,7.7,179,7.3,183,7.5,187,7.6,156,6.4,180,7.3,212,8.7,193,7.9,174,7.1,140,5.7,10,0.4,85,3.5,192,7.8,75,3.1,931,38,14,0.6,372,15.2,517,21.1,4,0.2,1339,54.7,264,10.8,60,2.4,732,29.9,993,40.5,18,10.5,61,35.5
'033901,0,0,0,0,0,0,9,100,0,0,9,100,1,0.7,0,0,0,0,1,11.1,0,0,12,9.1,0,0,0,0,0,0,0,0,10,.,0,.,0,.,0,.,0,0,134,1,0.7,2,1.5,1,0.7,0,0,41,30.6,11,8.2,13,9.7,11,8.2,7,5.2,10,7.5,11,8.2,12,9,10,7.5,11,8.2,10,7.5,11,8.2,7,5.2,0,0,10,7.5,10,7.5,0,0,16,11.9,0,0,2,1.5,93,69.4,0,0,34,25.4,10,7.5,3,2.2,38,28.4,113,84.3,1,11.1,8,88.9
'033902,0,0,0,0,0,0,24,54.5,20,45.5,44,100,0,0,1,0.3,0,0,2,4.5,1,2.2999999999999998,60,9.9,2.6,0,2.1,0,2.4,0,0,0,18,50,0,0,0,0,0,0,0,20,670,3,0.4,3,0.4,8,1.2,2,0.3,151,22.5,48,7.2,38,5.7,40,6,54,8.1,50,7.5,52,7.8,47,7,46,6.9,54,8.1,53,7.9,41,6.1,56,8.4,0,0,47,7,38,5.7,53,7.9,53,7.9,3,0.4,3,0.4,519,77.5,1,0.1,157,23.4,56,8.4,6,0.9,199,29.7,596,89,9,20.5,41,93.2
'033904,1,3.7,0,0,0,0,24,88.9,3,11.1,27,100,0,0,0,0,0,0,0,0,0,0,54,14.4,0,4.5,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,161,42.6,22,5.8,37,9.8,28,7.4,36,9.5,40,10.6,24,6.3,24,6.3,25,6.6,31,8.2,25,6.6,23,6.1,21,5.6,0,0,23,6.1,24,6.3,18,4.8,47,12.4,2,0.5,0,0,217,57.4,0,0,116,30.7,23,6.1,4,1.1,113,29.9,325,86,1,3.7,26,96.3
'034901,3,2.5,1,0.8,1,0.8,94,77,28,23,122,100,0,0,5,0.6,46,37.700000000000003,9,7.4,2,1.6,209,12.3,5.4,2,1.8,1.8,0.9,0,0.9,0,2.5,12.5,0,0,0,0,0,0,0,0,1825,10,0.5,36,2,613,33.6,78,3.9,1177,64.5,139,7.6,122,6.7,109,6,133,7.3,130,7.1,128,7,144,7.9,120,6.6,143,7.8,151,8.3,148,8.1,136,7.5,3,0.2,144,7.9,115,6.3,104,5.7,127,7,10,0.5,36,2,648,35.5,2,0.1,779,42.7,167,9.2,42,2.3,463,25.4,1021,55.9,13,10.7,60,49.2
'034902,0,0,0,0,0,0,4,44.4,5,55.6,9,100,0,0,0,0,1,11.1,0,0,0,0,28,21.1,0,22.2,11.1,0,11.1,0,16.7,0,0,0,0,0,.,0,0,0,0,0,152,0,0,0,0,24,15.8,2,1.4,134,88.2,15,9.9,9,5.9,11,7.2,13,8.6,7,4.6,11,7.2,12,7.9,9,5.9,12,7.9,13,8.6,19,12.5,10,6.6,0,0,7,4.6,11,7.2,0,0,18,11.8,1,0.7,0,0,18,11.8,0,0,69,45.4,11,7.2,10,6.6,63,41.4,99,65.1,2,22.2,8,88.9
'034903,0,0,0,0,0,0,65,87.8,9,12.2,74,100,0,0,3,0.6,8,10.8,9,12.2,1,1.4,123,11.2,3.9,1.1000000000000001,4.0999999999999996,3.6,2.7,0,1.1000000000000001,0,3.4,11.1,15.4,10,9.1,0,0,0,0,50,1204,4,0.3,39,3.2,161,13.4,17,1.3,695,57.7,94,7.8,86,7.1,101,8.4,85,7.1,89,7.4,82,6.8,80,6.6,100,8.3,85,7.1,83,6.9,73,6.1,72,6,2,0.2,55,4.6,95,7.9,77,6.4,117,9.7,3,0.2,41,3.4,509,42.3,1,0.1,470,39,86,7.1,51,4.2,348,28.9,867,72,7,9.5,56,75.7
'034905,1,1.6,0,0,0,0,46,75.400000000000006,15,24.6,61,100,0,0,3,0.8,13,21.3,3,4.9000000000000004,0,0,109,14.6,0,10.9,2.2999999999999998,3.8,0,0,0,5.4,1.9,0,0,0,0,0,0,0,0,0,751,12,1.6,26,3.5,157,20.9,16,1.8,550,73.2,60,8,49,6.5,47,6.3,53,7.1,53,7.1,57,7.6,49,6.5,59,7.9,58,7.7,62,8.3,52,6.9,49,6.5,11,1.5,53,7.1,52,6.9,40,5.3,70,9.3,1,0.1,26,3.5,201,26.8,0,0,373,49.7,78,10.4,19,2.5,239,31.8,492,65.5,7,11.5,44,72.099999999999994
'034906,1,3,0,0,0,0,19,57.6,14,42.4,33,100,1,0.2,1,0.5,1,3,3,9.1,0,0,52,12.4,3.7,0,0,3,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,411,2,0.5,0,0,5,1.2,2,0.5,168,40.9,21,5.1,34,8.3,36,8.8,24,5.8,40,9.7,32,7.8,41,10,38,9.2,38,9.2,30,7.3,22,5.4,26,6.3,0,0,9,2.2,29,7.1,0,0,3,0.7,1,0.2,0,0,243,59.1,0,0,183,44.5,38,9.2,5,1.2,96,23.4,395,96.1,4,12.1,28,84.8
'034907,1,1.2,0,0,0,0,75,88.2,10,11.8,85,100,0,0,1,0.2,10,11.8,3,3.5,2,2.4,140,13.7,5.9,1.4,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,10,1015,5,0.5,5,0.5,144,14.2,16,1.4,561,55.3,68,6.7,91,9,75,7.4,71,7,77,7.6,78,7.7,77,7.6,76,7.5,89,8.8,77,7.6,69,6.8,56,5.5,0,0,76,7.5,73,7.2,38,3.7,36,3.5,7,0.7,5,0.5,454,44.7,0,0,485,47.8,86,8.5,39,3.8,290,28.6,784,77.2,11,12.9,69,81.2
'034909,0,0,0,0,0,0,18,81.8,4,18.2,22,100,0,0,0,0,0,0,0,0,0,0,53,20.5,0,0,0,0,0,0,0,4.8,0,0,0,.,0,0,0,0,0,.,265,4,1.5,3,1.1,3,1.1,8,2.6,153,57.7,22,8.3,20,7.5,14,5.3,23,8.7,16,6,19,7.2,14,5.3,16,6,27,10.2,16,6,20,7.5,18,6.8,0,0,7,2.6,22,8.3,18,6.8,10,3.8,4,1.5,3,1.1,112,42.3,0,0,116,43.8,25,9.4,2,0.8,109,41.1,242,91.3,2,9.1,22,100
'035901,0,0,0,0,0,0,56,90.3,6,9.6999999999999993,62,100,0,0,10,1.9,3,4.8,50,80.599999999999994,0,0,178,16,6.2,0,3.3,1.2,0,0,0,0,2.2000000000000002,16.7,0,0,0,0,0,0,0,22.2,1231,4,0.3,215,17.5,18,1.5,37,2.7,1099,89.3,107,8.7,72,5.8,87,7.1,99,8,92,7.5,91,7.4,83,6.7,90,7.3,99,8,70,5.7,88,7.1,63,5.1,0,0,28,2.3,91,7.4,99,8,1051,85.4,0,0,232,18.8,132,10.7,0,0,745,60.5,83,6.7,5,0.4,377,30.6,153,12.4,7,11.3,9,14.5
'035902,0,0,0,0,0,0,19,100,0,0,19,100,0,0,2,1.6,0,0,19,100,0,0,37,14.7,5.9,9.5,0,9.1,21.4,0,0,0,5.3,0,.,0,0,0,0,0,0,0,250,0,0,19,7.6,4,1.6,2,0.6,228,91.2,17,6.8,18,7.2,16,6.4,17,6.8,11,4.4,10,4,17,6.8,20,8,21,8.4,24,9.6,12,4.8,19,7.6,0,0,5,2,16,6.4,32,12.8,241,96.4,0,0,19,7.6,22,8.8,0,0,164,65.6,21,8.4,2,0.8,84,33.6,3,1.2,0,0,0,0
'035903,0,0,0,0,0,0,19,100,0,0,19,100,0,0,1,0.9,0,0,0,0,1,5.3,17,7.4,0,0,0,0,0,0,0,0,16.7,0,0,0,.,0,0,0,0,0,227,0,0,6,2.6,2,0.9,0,0,49,21.6,13,5.7,24,10.6,20,8.8,12,5.3,18,7.9,11,4.8,20,8.8,27,11.9,15,6.6,22,9.7,16,7,11,4.8,0,0,5,2.2,18,7.9,0,0,28,12.3,2,0.9,6,2.6,178,78.4,0,0,35,15.4,16,7,1,0.4,60,26.4,194,85.5,0,0,18,94.7
'036901,7,8.6,2,2.5,0,0,65,80.2,16,19.8,81,100,5,0.4,8,1.4,17,21,18,22.2,0,0,161,13.8,1.3,4.0999999999999996,1.3,1.2,9.9,3.4,1,1.1000000000000001,2.6,22.2,0,0,0,0,0,0,0,0,1228,30,2.4,114,9.3,175,14.3,20,1.6,662,53.9,89,7.2,91,7.4,83,6.8,87,7.1,103,8.4,89,7.2,97,7.9,112,9.1,98,8,90,7.3,82,6.7,65,5.3,0,0,99,8.1,103,8.4,39,3.2,372,30.3,9,0.7,118,9.6,566,46.1,0,0,568,46.3,97,7.9,38,3.1,303,24.7,604,49.2,7,8.6,37,45.7
'036902,6,2.1,2,0.7,0,0,261,90.3,28,9.6999999999999993,289,100,0,0,2,0.1,7,2.4,57,19.7,3,1,467,10.6,3.8,0.3,1.2,0,1.3,0.3,0.7,1.5,0,4.3,0,4.2,0,0,0,6.7,0,0,4676,38,0.8,107,2.3,140,3,36,0.7,937,20,351,7.5,373,8,352,7.5,385,8.2,330,7.1,342,7.3,352,7.5,422,9,398,8.5,326,7,319,6.8,318,6.8,17,0.4,152,3.3,323,6.9,68,1.5,974,20.8,26,0.6,119,2.5,3739,80,0,0,1202,25.7,295,6.3,84,1.8,1059,22.6,3414,73,12,4.2,214,74
'036903,0,0,0,0,0,0,58,73.400000000000006,21,26.6,79,100,2,0.1,1,0.2,5,6.3,22,27.8,0,0,136,10.6,3.1,2.9,0,0,3.2,3.2,1,0,0,11.1,0,0,0,0,0,0,0,10,1409,15,1.1,296,21,107,7.6,13,0.9,790,56.1,101,7.2,103,7.3,119,8.4,92,6.5,87,6.2,114,8.1,114,8.1,108,7.7,94,6.7,109,7.7,81,5.7,101,7.2,2,0.1,74,5.3,120,8.5,64,4.5,543,38.5,0,0,297,21.1,619,43.9,0,0,685,48.6,120,8.5,27,1.9,339,24.1,717,50.9,12,15.2,52,65.8
'037901,1,3,0,0,0,0,24,72.7,9,27.3,33,100,0,0,0,0,12,36.4,2,6.1,0,0,53,8.6999999999999993,2,2.1,5,0,5.6,0,0,0,7.5,0,0,0,0,0,0,0,0,0,649,2,0.3,71,10.9,168,25.9,1,0.1,466,71.8,41,6.3,52,8,51,7.9,35,5.4,50,7.7,41,6.3,51,7.9,49,7.6,53,8.2,58,8.9,50,7.7,33,5.1,0,0,33,5.1,45,6.9,40,6.2,189,29.1,0,0,77,11.9,183,28.2,0,0,385,59.3,60,9.2,27,4.2,206,31.7,263,40.5,4,12.1,18,54.5
'037904,2,0.9,3,1.4,0,0,174,80.599999999999994,42,19.399999999999999,216,100,2,0,1,0,46,21.3,87,40.299999999999997,0,0,681,14.7,10.6,10.8,4,1,4,0.6,0.3,2.9,0.6,27.3,0,2.2000000000000002,0,0,0,0,2.8,9.8000000000000007,4938,24,0.5,1187,24,837,17,95,1.8,3979,80.6,431,8.7,425,8.6,395,8,353,7.1,354,7.2,366,7.4,344,7,358,7.2,381,7.7,328,6.6,271,5.5,245,5,7,0.1,221,4.5,382,7.7,298,6,2442,49.5,17,0.3,1215,24.6,959,19.4,5,0.1,3315,67.1,436,8.8,109,2.2,950,19.2,1504,30.5,21,9.6999999999999993,78,36.1
'037907,1,0.8,4,3.1,0,0,72,56.7,55,43.3,127,100,0,0,0,0,14,11,16,12.6,0,0,262,12.7,2.4,5.8,4.8,0,1.3,0,0,1.3,1.7,5.3,0,0,0,0,0,0,0,29.2,2225,7,0.3,127,5.7,325,14.6,30,1.3,1354,60.9,155,7,149,6.7,173,7.8,170,7.6,160,7.2,185,8.3,183,8.2,139,6.2,182,8.2,143,6.4,137,6.2,133,6,5,0.2,122,5.5,171,7.7,140,6.3,336,15.1,10,0.4,127,5.7,871,39.1,0,0,995,44.7,237,10.7,65,2.9,496,22.3,1482,66.6,24,18.899999999999999,92,72.400000000000006
'037908,0,0,0,0,0,0,31,83.8,6,16.2,37,100,2,0.4,1,0.5,3,8.1,23,62.2,0,0,43,10,5.4,3.6,12.9,9.5,0,0,5.4,5.3,2.2999999999999998,0,0,0,0,0,0,0,0,14.3,510,3,0.6,127,24.9,21,4.1,4,0.8,481,94.3,50,9.8,36,7.1,34,6.7,30,5.9,24,4.7,35,6.9,37,7.3,40,7.8,40,7.8,41,8,27,5.3,28,5.5,0,0,7,1.4,47,9.2,41,8,421,82.5,1,0.2,163,32,29,5.7,0,0,338,66.3,34,6.7,4,0.8,104,20.4,60,11.8,9,24.3,11,29.7
'037909,0,0,0,0,0,0,13,68.400000000000006,6,31.6,19,100,1,0.3,5,3.2,4,21.1,0,0,0,0,52,16.7,0,6.9,6.3,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,317,0,0,13,4.1,29,9.1,6,1.7,212,66.9,28,8.8,24,7.6,23,7.3,13,4.1,23,7.3,17,5.4,23,7.3,23,7.3,24,7.6,26,8.2,31,9.8,23,7.3,1,0.3,11,3.5,19,6,19,6,28,8.8,0,0,13,4.1,105,33.1,0,0,186,58.7,21,6.6,13,4.1,108,34.1,247,77.9,5,26.3,15,78.900000000000006
'038901,3,4.2,0,0,0,0,56,78.900000000000006,15,21.1,71,100,0,0,1,0.2,5,7,22,31,1,1.4,172,15.6,6.4,5.3,2.7,0,4.5,0,5,0,0,0,0,0,0,0,0,0,0,0,1128,17,1.5,35,3.1,56,5,21,1.7,648,57.4,102,9,81,7.2,79,7,85,7.5,87,7.7,101,9,82,7.3,61,5.4,101,9,71,6.3,87,7.7,71,6.3,2,0.2,86,7.6,82,7.3,36,3.2,417,37,8,0.7,33,2.9,480,42.6,1,0.1,398,35.3,101,9,20,1.8,318,28.2,609,54,13,18.3,40,56.3
'039902,0,0,0,0,0,0,60,80,15,20,75,100,0,0,1,0.2,0,0,3,4,2,2.7,100,11.4,3.8,0,0,0,1.5,0,1.4,0,10.5,0,0,0,0,0,0,0,0,0,948,2,0.2,6,0.6,6,0.6,8,0.8,419,44.2,65,6.9,63,6.6,62,6.5,89,9.4,57,6,75,7.9,68,7.2,83,8.8,68,7.2,70,7.4,70,7.4,54,5.7,2,0.2,46,4.9,75,7.9,47,5,74,7.8,10,1.1,6,0.6,529,55.8,0,0,343,36.2,106,11.2,29,3.1,340,35.9,827,87.2,3,4,70,93.3
'039903,0,0,0,0,0,0,23,88.5,3,11.5,26,100,1,0.2,0,0,0,0,5,19.2,0,0,47,11,6.1,5.6,0,0,0,0,3.3,3.7,0,0,0,0,0,0,0,0,0,50,508,0,0,5,1,3,0.6,0,0,235,46.3,28,5.5,39,7.7,38,7.5,33,6.5,34,6.7,36,7.1,38,7.5,35,6.9,33,6.5,31,6.1,47,9.3,38,7.5,0,0,20,3.9,36,7.1,42,8.3,54,10.6,9,1.8,5,1,273,53.7,0,0,123,24.2,45,8.9,16,3.1,147,28.9,426,83.9,2,7.7,21,80.8
'039904,1,8.3000000000000007,0,0,0,0,10,83.3,2,16.7,12,100,0,0,0,0,0,0,0,0,0,0,19,11.8,0,0,0,0,0,0,0,10.5,12.5,0,0,.,.,0,0,0,0,0,144,0,0,0,0,0,0,0,0,62,43.1,8,5.6,13,9,8,5.6,6,4.2,11,7.6,13,9,14,9.7,11,7.6,16,11.1,7,4.9,14,9.7,14,9.7,0,0,2,1.4,9,6.3,0,0,6,4.2,4,2.8,0,0,82,56.9,0,0,61,42.4,16,11.1,8,5.6,58,40.3,126,87.5,2,16.7,11,91.7
'039905,0,0,0,0,0,0,8,88.9,1,11.1,9,100,0,0,0,0,0,0,1,11.1,0,0,15,15,0,0,0,0,0,12.5,0,0,0,.,0,.,0,0,0,0,0,.,106,0,0,0,0,0,0,0,0,40,37.7,8,7.5,8,7.5,11,10.4,6,5.7,5,4.7,7,6.6,8,7.5,9,8.5,9,8.5,8,7.5,8,7.5,10,9.4,0,0,1,0.9,9,8.5,0,0,3,2.8,1,0.9,0,0,66,62.3,0,0,35,33,18,17,0,0,35,33,102,96.2,2,22.2,8,88.9
'040901,0,0,0,0,0,0,16,80,4,20,20,100,0,0,0,0,2,10,16,80,0,0,76,19.5,13.6,14.8,0,17.899999999999999,0,7.4,0,0,7.9,0,50,0,0,0,0,0,.,0,449,0,0,81,18,12,2.7,23,4.8,414,92.2,39,8.7,26,5.8,26,5.8,40,8.9,29,6.5,34,7.6,28,6.2,21,4.7,34,7.6,33,7.3,28,6.2,29,6.5,0,0,11,2.4,52,11.6,30,6.7,388,86.4,0,0,81,18,35,7.8,0,0,270,60.1,35,7.8,2,0.4,132,29.4,47,10.5,4,20,2,10
'040902,0,0,0,0,0,0,13,81.3,3,18.8,16,100,0,0,0,0,0,0,3,18.8,0,0,37,11.3,0,0,0,0,0,5.6,0,0,0,14.3,0,0,0,0,0,0,0,.,370,1,0.3,8,2.2,9,2.4,0,0,197,53.2,30,8.1,28,7.6,22,5.9,26,7,29,7.8,30,8.1,21,5.7,22,5.9,31,8.4,25,6.8,24,6.5,23,6.2,0,0,15,4.1,31,8.4,28,7.6,169,45.7,1,0.3,10,2.7,173,46.8,2,0.5,151,40.8,46,12.4,8,2.2,112,30.3,180,48.6,2,12.5,13,81.3
'041901,0,0,0,0,0,0,16,84.2,3,15.8,19,100,0,0,0,0,0,0,5,26.3,0,0,52,19.2,12.5,0,0,0,0,0,0,0,6.7,0,.,0,0,0,0,0,0,.,272,1,0.4,9,3.3,0,0,3,1,141,51.8,17,6.3,14,5.1,18,6.6,17,6.3,14,5.1,19,7,27,9.9,22,8.1,32,11.8,13,4.8,26,9.6,18,6.6,1,0.4,21,7.7,20,7.4,14,5.1,93,34.2,0,0,9,3.3,131,48.2,0,0,102,37.5,28,10.3,1,0.4,122,44.9,177,65.1,0,0,14,73.7
'041902,0,0,0,0,0,0,17,100,0,0,17,100,0,0,0,0,0,0,3,17.600000000000001,0,0,40,17.7,7.1,6.7,0,0,0,0,4.8,0,17.600000000000001,0,.,.,0,0,0,0,0,33.299999999999997,241,0,0,3,1.2,0,0,5,1.9,145,60.2,13,5.4,20,8.3,13,5.4,15,6.2,20,8.3,16,6.6,17,7.1,22,9.1,20,8.3,22,9.1,9,3.7,18,7.5,0,0,9,3.7,26,10.8,10,4.1,86,35.7,0,0,3,1.2,96,39.8,0,0,106,44,27,11.2,1,0.4,74,30.7,154,63.9,0,0,14,82.4
'042901,1,2,0,0,0,0,41,80.400000000000006,10,19.600000000000001,51,100,0,0,1,0.2,1,2,20,39.200000000000003,0,0,195,21.7,5.4,1.9,0,0,0,0,0,1.5,1.6,20,0,0,0,0,0,0,0,0,880,6,0.7,9,1,26,3,13,1.3,515,58.5,74,8.4,53,6,58,6.6,73,8.3,81,9.2,51,5.8,66,7.5,77,8.8,73,8.3,56,6.4,64,7.3,60,6.8,3,0.3,33,3.8,67,7.6,24,2.7,230,26.1,7,0.8,9,1,365,41.5,0,0,422,48,89,10.1,29,3.3,220,25,582,66.1,9,17.600000000000001,29,56.9
