DISTRICT,DAUND18C,DAUND18R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRA9R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSA9R,DPERSAKR,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSAUC,DPETSAUP,DPETSBHC,DPETSBHP,DPETSIMC,DPETSINC,DPETSINP,DPETSNOC,DPETSNOP,DPETSPEC,DPETSPEP,DPETSPHC,DPETSPHP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
'198905,0,0,145,17.7,0,0,3.7,0,2.2000000000000002,0,0,1.9,9.1,5.3,0,8.3000000000000007,5,0,0,0,22.2,6.7,0,0,27,3.3,819,1,0.1,144,17.6,382,46.6,22,2.3,27,3.3,788,96.2,73,8.9,58,7.1,53,6.5,61,7.4,51,6.2,60,7.3,72,8.8,51,6.2,67,8.2,54,6.6,53,6.5,57,7,2,0.2,23,2.8,51,6.2,56,6.8,353,43.1,1,0.1,149,18.2,31,3.8,1,0.1,478,58.4,14,10,34,24.3,140,75,53.6,-1,-1,140,17.1,-3,-3,12,1.5,222,27.1,69,8.4
'198906,0,0,21,4.1,5.3,4.4000000000000004,0,0,0,0,0,0,0,10,16.7,0,0,0,0,0,0,0,0,14.3,4,0.7,612,4,0.7,88,14.4,37,6,0,0,4,0.7,432,70.6,45,7.4,44,7.2,40,6.5,45,7.4,49,8,46,7.5,42,6.9,41,6.7,35,5.7,36,5.9,43,7,34,5.6,0,0,119,19.4,46,7.5,66,10.8,330,53.9,0,0,89,14.5,180,29.4,0,0,194,31.7,7,12.3,7,12.3,57,17,29.8,0,0,57,9.3,26,45.6,13,2.1,107,17.5,228,37.3
'199901,23,0.3,1396,9,1.8,0.4,0.4,0.1,0,0,0.1,0.1,5.2,1.4,2.4,2,0,0,0.7,0,0.8,0.9,5.5,10.4,1671,10.1,16490,489,3,1187,7.2,1435,8.7,199,1.2,1104,6.7,4211,25.5,1118,6.8,1117,6.8,1164,7.1,1196,7.3,1240,7.5,1341,8.1,1345,8.2,1371,8.3,1449,8.8,1310,7.9,1241,7.5,1208,7.3,22,0.1,1276,7.7,1063,6.4,305,1.8,3663,22.2,145,0.9,1203,7.3,12279,74.5,29,0.2,6088,36.9,197,12.2,424,26.2,1616,531,32.9,9,0.6,1616,9.8,455,28.2,666,4,4856,29.4,10063,61
'199902,6,0.2,689,12.3,2.2999999999999998,0,0,0.2,0.5,0,0,0.5,3,0.5,7.3,0,3.3,0,1.8,0,1.8,0,6.7,7.1,547,8.9,6158,65,1.1,629,10.2,475,7.7,93,1.5,387,6.3,2413,39.2,452,7.3,466,7.6,449,7.3,478,7.8,530,8.6,508,8.2,475,7.7,457,7.4,474,7.7,519,8.4,390,6.3,369,6,16,0.3,535,8.7,443,7.2,132,2.1,2024,32.9,23,0.4,647,10.5,3745,60.8,7,0.1,2182,35.4,65,10.2,191,29.9,638,215,33.7,15,2.4,638,10.4,152,23.8,189,3.1,1660,27,3375,54.8
'200901,0,0,121,13.8,1.7,1.6,5.6,3.4,0,0,0,0,7.9,3.6,0,0,0,0,0,0,0,0,20,22.2,97,10.7,905,6,0.7,14,1.5,12,1.3,13,1.3,72,8,514,56.8,60,6.6,64,7.1,69,7.6,60,6.6,65,7.2,72,8,68,7.5,84,9.3,63,7,73,8.1,67,7.4,55,6.1,5,0.6,58,6.4,53,5.9,47,5.2,422,46.6,4,0.4,14,1.5,391,43.2,0,0,394,43.5,-1,-1,14,15.9,88,39,44.3,-1,-1,88,9.7,28,31.8,15,1.7,241,26.6,446,49.3
'200902,0,0,35,8.4,3.8,0,0,0,0,2.9,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,53,12.2,435,0,0,36,8.3,1,0.2,2,0.4,33,7.6,152,34.9,38,8.7,26,6,28,6.4,33,7.6,38,8.7,34,7.8,33,7.6,30,6.9,33,7.6,31,7.1,38,8.7,32,7.4,0,0,23,5.3,31,7.1,10,2.3,158,36.3,0,0,36,8.3,283,65.1,0,0,188,43.2,-1,-1,7,25.9,27,-3,-3,0,0,27,6.2,11,40.7,2,0.5,134,30.8,274,63
'200904,0,0,77,14.7,9.6999999999999993,12,3.6,2.5,0,0,19,0,7,11.5,28.6,33.299999999999997,0,0,0,0,0,0,0,0,70,12.6,557,1,0.2,19,3.4,7,1.3,3,0.5,56,10.1,372,66.8,33,5.9,36,6.5,31,5.6,34,6.1,45,8.1,41,7.4,42,7.5,39,7,51,9.2,47,8.4,52,9.3,25,4.5,1,0.2,61,11,37,6.6,43,7.7,329,59.1,1,0.2,20,3.6,185,33.2,0,0,281,50.4,-3,-3,10,15.9,63,35,55.6,-1,-1,63,11.3,10,15.9,12,2.2,187,33.6,207,37.2
'200906,0,0,47,37.9,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,0,.,.,7,6.8,103,2,1.9,3,2.9,3,2.9,0,0,0,0,77,74.8,8,7.8,10,9.7,8,7.8,12,11.7,8,7.8,12,11.7,9,8.7,11,10.7,10,9.7,7,6.8,2,1.9,1,1,0,0,8,7.8,5,4.9,0,0,50,48.5,0,0,3,2.9,26,25.2,0,0,49,47.6,-1,-1,-1,-1,9,6,66.7,0,0,9,8.7,0,0,0,0,21,20.4,48,46.6
'201902,6,0.4,336,10.4,1.8,0.8,0.4,0,1.5,0.8,0.8,1.9,8.3000000000000007,1.3,3.3,3.3,0,0,8,0,0,10,0,0,297,8.7,3415,27,0.8,461,13.5,643,18.8,44,1.2,0,0,2246,65.8,246,7.2,254,7.4,284,8.3,249,7.3,267,7.8,286,8.4,265,7.8,277,8.1,242,7.1,240,7,225,6.6,205,6,7,0.2,190,5.6,228,6.7,140,4.1,1073,31.4,10,0.3,478,14,1169,34.2,2,0.1,1901,55.7,32,9,81,22.9,354,169,47.7,11,3.1,354,10.4,61,17.2,99,2.9,892,26.1,1561,45.7
'201903,3,3.8,27,17.2,0,0,0,0,0,0,0,0,8.3000000000000007,0,0,0,0,0,0,.,0,.,0,.,22,13.4,164,0,0,22,13.4,83,50.6,1,0.5,11,6.7,134,81.7,8,4.9,10,6.1,11,6.7,8,4.9,6,3.7,8,4.9,16,9.8,12,7.3,13,7.9,12,7.3,14,8.5,8,4.9,1,0.6,16,9.8,12,7.3,25,15.2,46,28,1,0.6,22,13.4,30,18.3,0,0,121,73.8,-1,-1,6,30,20,8,40,0,0,20,12.2,-1,-1,7,4.3,59,36,27,16.5
'201904,0,0,27,11.3,0,13.3,7.1,0,3.8,0,0,0,0,0,50,33.299999999999997,0,0,0,.,0,0,0,0,16,6.4,251,0,0,59,23.5,15,6,2,0.7,9,3.6,251,100,21,8.4,22,8.8,16,6.4,17,6.8,26,10.4,28,11.2,22,8.8,18,7.2,15,6,15,6,14,5.6,10,4,0,0,2,0.8,16,6.4,11,4.4,101,40.2,0,0,59,23.5,0,0,0,0,129,51.4,-1,-1,-1,-1,24,13,54.2,0,0,24,9.6,7,29.2,11,4.4,52,20.7,124,49.4
'201907,0,0,56,14.4,4.3,0,0,0,2.9,0,4,12.1,4.8,0,0,0,0,0,0,0,0,0,0,0,42,10.2,413,2,0.5,17,4.1,47,11.4,0,0,32,7.7,263,63.7,37,9,30,7.3,24,5.8,33,8,27,6.5,42,10.2,25,6.1,31,7.5,35,8.5,28,6.8,32,7.7,24,5.8,0,0,40,9.7,30,7.3,15,3.6,34,8.2,3,0.7,17,4.1,150,36.3,0,0,131,31.7,7,14.9,-3,-3,47,20,42.6,-1,-1,47,11.4,12,25.5,13,3.1,143,34.6,314,76
'201908,0,0,77,15.8,2.9,4,4.5,0,2.7,3,6.5,0,0,10.5,0,0,0,0,0,0,0,.,0,14.3,57,11.4,500,3,0.6,7,1.4,66,13.2,5,0.9,56,11.2,341,68.2,44,8.8,38,7.6,30,6,49,9.8,39,7.8,39,7.8,34,6.8,27,5.4,43,8.6,33,6.6,29,5.8,29,5.8,0,0,64,12.8,33,6.6,33,6.6,41,8.2,4,0.8,7,1.4,159,31.8,0,0,195,39,7,12.1,6,10.3,58,23,39.7,0,0,58,11.6,22,37.9,21,4.2,131,26.2,365,73
'201910,11,1.4,183,12,12.5,0,4.8,0,0,0,1.7,0,1.7,1,9.1,0,11.1,0,11.1,0,0,0,14.3,6.3,163,10.8,1512,3,0.2,192,12.7,308,20.4,38,2.2,59,3.9,895,59.2,126,8.3,99,6.5,104,6.9,108,7.1,101,6.7,126,8.3,113,7.5,130,8.6,133,8.8,121,8,99,6.5,119,7.9,2,0.1,136,9,81,5.4,50,3.3,471,31.2,8,0.5,211,14,617,40.8,4,0.3,338,22.4,-3,-3,17,13.8,123,55,44.7,-1,-1,123,8.1,34,27.6,33,2.2,472,31.2,685,45.3
'201913,1,0.3,67,11.8,3.3,3,0,0,7.7,3.2,0,2.9,4.2,6.4,0,0,0,0,0,33.299999999999997,0,0,0,33.299999999999997,24,3.9,617,0,0,118,19.1,26,4.2,1,0.1,41,6.6,459,74.4,48,7.8,30,4.9,38,6.2,47,7.6,55,8.9,42,6.8,35,5.7,46,7.5,37,6,46,7.5,46,7.5,57,9.2,0,0,31,5,38,6.2,52,8.4,316,51.2,4,0.6,203,32.9,158,25.6,0,0,394,63.9,-1,-1,-1,-1,55,28,50.9,0,0,55,8.9,19,34.5,10,1.6,179,29,261,42.3
'201914,6,1.1,157,14.7,3.3,5.2,1.4,1.4,0,0,2.6,2.9,5.6,8.1999999999999993,0,20,0,0,0,0,0,0,0,13.3,82,7.5,1087,1,0.1,131,12.1,143,13.2,19,1.6,0,0,777,71.5,68,6.3,70,6.4,65,6,80,7.4,81,7.5,103,9.5,84,7.7,86,7.9,79,7.3,82,7.5,75,6.9,111,10.2,0,0,56,5.2,67,6.2,36,3.3,296,27.2,17,1.6,136,12.5,310,28.5,1,0.1,588,54.1,-3,-3,17,14.3,119,63,52.9,-1,-1,119,10.9,29,24.4,33,3,322,29.6,596,54.8
'202903,1,0.2,141,15.8,6,0,0,0,0,0,0,0,12.9,10,0,0,0,0,0,0,0,0,0,0,83,9.3,897,5,0.6,20,2.2,89,9.9,7,0.7,43,4.8,578,64.4,57,6.4,67,7.5,68,7.6,67,7.5,81,9,68,7.6,61,6.8,68,7.6,73,8.1,71,7.9,59,6.6,50,5.6,1,0.1,55,6.1,54,6,52,5.8,82,9.1,6,0.7,20,2.2,319,35.6,0,0,475,53,5,5.2,-1,-1,96,70,72.9,-1,-1,96,10.7,16,16.7,63,7,213,23.7,652,72.7
'202905,1,0.3,69,11.1,15,2,0,0,0,2.1,0,0,0,5,16.7,0,0,0,0,0,0,0,0,0,53,8.7,610,0,0,3,0.5,48,7.9,2,0.3,45,7.4,478,78.4,47,7.7,43,7,51,8.4,42,6.9,42,6.9,49,8,54,8.9,41,6.7,42,6.9,43,7,42,6.9,40,6.6,0,0,49,8,33,5.4,41,6.7,33,5.4,3,0.5,3,0.5,132,21.6,0,0,203,33.3,6,9.4,5,7.8,64,39,60.9,0,0,64,10.5,14,21.9,17,2.8,158,25.9,509,83.4
'203901,0,0,100,14.5,2.6,0,2.2000000000000002,0,0,0,0,5.7,0,0,50,0,0,0,0,0,0,0,0,0,50,6.6,754,2,0.3,81,10.7,379,50.3,14,1.7,35,4.6,669,88.7,58,7.7,36,4.8,67,8.9,53,7,49,6.5,66,8.8,53,7,56,7.4,39,5.2,56,7.4,56,7.4,44,5.8,0,0,28,3.7,51,6.8,70,9.3,172,22.8,0,0,87,11.5,85,11.3,0,0,439,58.2,-1,-1,-3,-3,104,69,66.3,0,0,104,13.8,17,16.3,35,4.6,366,48.5,166,22
'203902,0,0,70,17.5,3,0,3.6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,9.1,396,0,0,19,4.8,4,1,3,0.7,23,5.8,319,80.6,32,8.1,33,8.3,21,5.3,35,8.8,21,5.3,32,8.1,39,9.8,30,7.6,21,5.3,24,6.1,34,8.6,36,9.1,0,0,39,9.8,19,4.8,19,4.8,43,10.9,3,0.8,19,4.8,77,19.4,0,0,148,37.4,0,0,5,10,50,34,68,0,0,50,12.6,11,22,14,3.5,107,27,332,83.8
'204901,0,0,274,17.8,7.2,2.1,2.1,0,0,1.1000000000000001,1,0,7.1,3.8,44.4,0,7.1,0,0,0,0,0,7.7,5.9,132,8.4,1565,4,0.3,14,0.9,289,18.5,44,2.5,55,3.5,983,62.8,107,6.8,102,6.5,110,7,117,7.5,123,7.9,133,8.5,117,7.5,116,7.4,126,8.1,110,7,99,6.3,104,6.6,0,0,98,6.3,101,6.5,100,6.4,139,8.9,2,0.1,17,1.1,582,37.2,1,0.1,660,42.2,12,6.1,42,21.4,196,101,51.5,5,2.6,196,12.5,36,18.4,76,4.9,476,30.4,1054,67.3
'204904,0,0,312,16.2,0,1.8,2,1.3,0.7,0,0,0,2.7,0,0,0,0,0,0,0,0,0,33.299999999999997,0,96,4.7,2026,5,0.2,322,15.9,109,5.4,48,2.2,61,3,1479,73,139,6.9,147,7.3,126,6.2,167,8.2,162,8,149,7.4,149,7.4,154,7.6,128,6.3,152,7.5,138,6.8,144,7.1,0,0,114,5.6,163,8,108,5.3,683,33.7,6,0.3,331,16.3,547,27,0,0,1250,61.7,-3,-3,32,18.6,172,102,59.3,-1,-1,172,8.5,28,16.3,75,3.7,633,31.2,1148,56.7
'205901,1,0.1,198,13.9,5.5,8.6999999999999993,1.1000000000000001,1,0,0,0,0.8,3,0,27.3,0,0,0,0,0,0,0,0,0,72,4.6,1552,11,0.7,138,8.9,33,2.1,32,2,54,3.5,1230,79.3,113,7.3,113,7.3,122,7.9,110,7.1,122,7.9,84,5.4,110,7.1,124,8,147,9.5,108,7,107,6.9,107,6.9,1,0.1,69,4.4,117,7.5,67,4.3,978,63,2,0.1,144,9.3,322,20.7,5,0.3,801,51.6,-3,-3,27,19.3,140,70,50,-1,-1,140,9,29,20.7,34,2.2,394,25.4,489,31.5
'205902,12,0.4,2158,35.4,3.9,2.1,1.4,0.3,0.4,1.2,0.6,0,5.6,2.2000000000000002,8.3000000000000007,0,0,0,0,0,0,0,9.5,0,336,7.2,4654,84,1.8,180,3.9,73,1.6,90,1.3,261,5.6,2151,46.2,371,8,331,7.1,338,7.3,383,8.2,384,8.3,340,7.3,365,7.8,354,7.6,363,7.8,339,7.3,349,7.5,300,6.4,8,0.2,272,5.8,333,7.2,96,2.1,2671,57.4,19,0.4,200,4.3,2503,53.8,7,0.2,1953,42,60,14.3,100,23.8,421,171,40.6,9,2.1,421,9,81,19.2,87,1.9,780,16.8,1713,36.8
'205903,6,0.5,453,19.8,0.7,0,0.7,0,0,0,0,0.7,3.9,2.2999999999999998,22.2,0,0,0,0,0,0,0,4.8,5.9,183,8.5,2155,21,1,172,8,30,1.4,32,1.2,122,5.7,1460,67.7,139,6.5,159,7.4,153,7.1,166,7.7,173,8,158,7.3,166,7.7,187,8.7,167,7.7,168,7.8,147,6.8,127,5.9,8,0.4,54,2.5,136,6.3,101,4.7,1177,54.6,14,0.6,176,8.2,695,32.3,3,0.1,1083,50.3,-3,-3,35,18.2,192,75,39.1,-1,-1,192,8.9,52,27.1,46,2.1,587,27.2,864,40.1
'205904,0,0,268,16.6,13.9,7.1,0,1,3.3,3.5,0,1.8,17.8,0,7.7,0,0,0,5.6,5.6,0,0,50,0,86,5.3,1624,6,0.4,31,1.9,13,0.8,73,4,29,1.8,1365,84.1,130,8,129,7.9,122,7.5,106,6.5,130,8,139,8.6,128,7.9,125,7.7,169,10.4,90,5.5,99,6.1,82,5,1,0.1,69,4.2,103,6.3,71,4.4,1436,88.4,3,0.2,44,2.7,259,15.9,0,0,953,58.7,-3,-3,28,17.3,162,79,48.8,-1,-1,162,10,34,21,9,0.6,489,30.1,157,9.7
'205905,0,0,92,10.2,10,13.6,3.5,0,1.4,0,2.7,1.3,3.6,10,0,25,0,0,0,0,0,0,0,0,97,10.8,901,0,0,23,2.6,7,0.8,38,3.7,47,5.2,562,62.4,62,6.9,63,7,56,6.2,57,6.3,62,6.9,71,7.9,64,7.1,82,9.1,90,10,64,7.1,63,7,67,7.4,0,0,70,7.8,68,7.5,32,3.6,776,86.1,0,0,24,2.7,339,37.6,0,0,383,42.5,-3,-3,12,16.7,72,36,50,-1,-1,72,8,12,16.7,6,0.7,266,29.5,112,12.4
'205906,17,1.4,475,20.7,0,0.8,0.7,0,0.7,0,0.7,0.7,8.1999999999999993,0.8,0,0,0,0,0,0,0,0,3.6,0,172,8.1,2132,11,0.5,20,0.9,26,1.2,52,2,86,4,1461,68.5,126,5.9,130,6.1,142,6.7,162,7.6,167,7.8,161,7.6,175,8.2,171,8,164,7.7,149,7,149,7,141,6.6,5,0.2,138,6.5,150,7,140,6.6,1764,82.7,4,0.2,20,0.9,671,31.5,0,0,1124,52.7,20,7.3,81,29.7,273,113,41.4,8,2.9,273,12.8,51,18.7,10,0.5,510,23.9,317,14.9
'205907,2,0.4,145,14.3,8.1999999999999993,6.8,3.8,0,0,0,0,0,15.2,1.2,12.5,18.2,0,0,12.5,25,0,0,16.7,16.7,106,10.2,1043,0,0,24,2.3,6,0.6,36,3.1,34,3.3,978,93.8,91,8.7,79,7.6,81,7.8,84,8.1,71,6.8,74,7.1,87,8.3,71,6.8,78,7.5,67,6.4,73,7,59,5.7,0,0,47,4.5,70,6.7,58,5.6,935,89.6,2,0.2,26,2.5,65,6.2,1,0.1,689,66.1,-3,-3,31,27.2,114,35,30.7,-1,-1,114,10.9,35,30.7,4,0.4,258,24.7,95,9.1
'206901,0,0,59,9.1,4.0999999999999996,0,0,4.3,0,0,0,0,2.5,5.4,8.3000000000000007,9.1,8.3000000000000007,0,0,0,0,0,10,11.1,59,7.8,760,4,0.5,133,17.5,2,0.3,1,0.1,45,5.9,553,72.8,66,8.7,56,7.4,42,5.5,63,8.3,53,7,67,8.8,41,5.4,52,6.8,52,6.8,44,5.8,57,7.5,53,7,1,0.1,59,7.8,62,8.2,51,6.7,426,56.1,2,0.3,140,18.4,207,27.2,0,0,307,40.4,-1,-1,-3,-3,87,39,44.8,0,0,87,11.4,28,32.2,6,0.8,199,26.2,320,42.1
'206902,0,0,24,18.6,14.3,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,16,13,123,0,0,3,2.4,2,1.6,2,1.4,25,20.3,81,65.9,8,6.5,5,4.1,5,4.1,6,4.9,8,6.5,9,7.3,15,12.2,6,4.9,14,11.4,13,10.6,16,13,14,11.4,0,0,4,3.3,4,3.3,0,0,26,21.1,1,0.8,3,2.4,42,34.1,0,0,17,13.8,0,0,-1,-1,22,-3,-3,0,0,22,17.9,0,0,3,2.4,58,47.2,91,74
'206903,0,0,39,29.1,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,50,0,0,0,0,11,9.6,114,0,0,0,0,4,3.5,1,0.7,5,4.4,61,53.5,4,3.5,7,6.1,7,6.1,7,6.1,7,6.1,12,10.5,13,11.4,9,7.9,10,8.8,12,10.5,8,7,9,7.9,0,0,2,1.8,8,7,1,0.9,24,21.1,1,0.9,0,0,53,46.5,0,0,36,31.6,0,0,5,41.7,12,-1,-1,0,0,12,10.5,-1,-1,2,1.8,47,41.2,83,72.8
'207901,0,0,52,10.5,27.3,4.2,0,0,0,0,0,0,2.9,8.3000000000000007,0,0,0,0,.,0,0,33.299999999999997,0,.,34,6.6,515,2,0.4,45,8.7,0,0,2,0.3,16,3.1,294,57.1,40,7.8,26,5,22,4.3,45,8.7,48,9.3,42,8.2,33,6.4,41,8,44,8.5,39,7.6,39,7.6,32,6.2,0,0,25,4.9,37,7.2,27,5.2,377,73.2,0,0,45,8.7,221,42.9,0,0,276,53.6,0,0,7,21.9,32,19,59.4,0,0,32,6.2,6,18.8,9,1.7,178,34.6,127,24.7
'208901,0,0,38,15.7,8.3000000000000007,0,0,0,0,0,0,6.3,0,11.8,0,0,.,0,0,0,0,0,.,0,26,10.7,244,0,0,14,5.7,4,1.6,3,1.1,15,6.1,111,45.5,18,7.4,15,6.1,18,7.4,23,9.4,15,6.1,21,8.6,23,9.4,19,7.8,15,6.1,18,7.4,14,5.7,20,8.2,0,0,20,8.2,14,5.7,11,4.5,95,38.9,1,0.4,14,5.7,133,54.5,0,0,133,54.5,-1,-1,-1,-1,16,10,62.5,-1,-1,16,6.6,-1,-1,5,2,86,35.2,139,57
'208902,3,0.2,308,12.1,5.5,1,0,0,0,0,0,0,5.0999999999999996,4.7,3.6,0,0,0,0,0,0,0,13.3,12.9,129,4.9,2656,18,0.7,285,10.7,59,2.2,49,1.7,74,2.8,1789,67.4,215,8.1,200,7.5,224,8.4,204,7.7,203,7.6,174,6.6,204,7.7,210,7.9,225,8.5,171,6.4,152,5.7,167,6.3,13,0.5,148,5.6,189,7.1,105,4,1723,64.9,14,0.5,281,10.6,867,32.6,0,0,1346,50.7,-3,-3,39,13.4,291,141,48.5,-1,-1,291,11,93,32,45,1.7,1105,41.6,797,30
'208903,1,0.8,20,8,0,5.9,0,0,0,0,0,0,0,21.1,33.299999999999997,0,0,0,0,.,0,0,0,.,15,5.6,267,0,0,8,3,2,0.7,0,0,19,7.1,62,23.2,18,6.7,21,7.9,20,7.5,22,8.2,21,7.9,21,7.9,23,8.6,21,7.9,22,8.2,15,5.6,23,8.6,18,6.7,0,0,7,2.6,21,7.9,1,0.4,73,27.3,1,0.4,9,3.4,205,76.8,0,0,103,38.6,-1,-1,-1,-1,21,13,61.9,0,0,21,7.9,5,23.8,0,0,122,45.7,191,71.5
'209901,0,0,50,10.8,3.3,0,0,0,0,0,0,0,3.1,17.100000000000001,0,0,0,0,0,0,0,0,0,16.7,31,6.3,495,1,0.2,10,2,11,2.2,0,0,16,3.2,175,35.4,40,8.1,30,6.1,30,6.1,40,8.1,30,6.1,39,7.9,39,7.9,35,7.1,37,7.5,36,7.3,46,9.3,28,5.7,7,1.4,13,2.6,39,7.9,19,3.8,78,15.8,2,0.4,10,2,320,64.6,2,0.4,211,42.6,-1,-1,-3,-3,47,14,29.8,0,0,47,9.5,22,46.8,15,3,158,31.9,386,78
'209902,1,1.5,30,23.3,12.5,40,0,0,0,0,0,0,0,16.7,0,.,0,.,0,0,0,.,0,100,5,4.5,110,0,0,0,0,1,0.9,1,0.7,8,7.3,100,90.9,8,7.3,9,8.2,5,4.5,4,3.6,8,7.3,11,10,10,9.1,6,5.5,12,10.9,8,7.3,7,6.4,10,9.1,0,0,1,0.9,7,6.4,5,4.5,10,9.1,1,0.9,0,0,10,9.1,1,0.9,63,57.3,-1,-1,6,37.5,16,5,31.3,-1,-1,16,14.5,-1,-1,2,1.8,64,58.2,95,86.4
'210901,5,0.4,298,12.4,7.1,1.3,2.9,0,0.6,0,0,0,2.5,0.6,11.8,3.4,0,0,0,0,0,0,3.7,5.6,131,5,2622,66,2.5,782,29.8,517,19.7,25,0.9,124,4.7,2121,80.9,185,7.1,187,7.1,178,6.8,198,7.6,173,6.6,204,7.8,186,7.1,193,7.4,177,6.8,194,7.4,173,6.6,149,5.7,2,0.1,94,3.6,185,7.1,238,9.1,1153,44,1,0,797,30.4,501,19.1,1,0,1662,63.4,-3,-3,59,19.9,297,132,44.4,-1,-1,297,11.3,72,24.2,48,1.8,703,26.8,836,31.9
'210902,1,0.3,89,13,9.1,2.4,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,10.3,668,1,0.1,44,6.6,32,4.8,4,0.5,59,8.8,426,63.8,43,6.4,37,5.5,46,6.9,51,7.6,54,8.1,63,9.4,49,7.3,60,9,49,7.3,53,7.9,46,6.9,45,6.7,2,0.3,28,4.2,45,6.7,25,3.7,106,15.9,2,0.3,47,7,242,36.2,0,0,318,47.6,8,6.7,20,16.7,120,59,49.2,0,0,120,18,33,27.5,12,1.8,216,32.3,515,77.1
'210903,1,0.3,72,9.8,7,4.0999999999999996,1.7,0,0,0,0,0,3.4,5.9,0,0,0,0,0,0,14.3,0,0,20,46,5.9,782,2,0.3,41,5.2,148,18.9,13,1.6,34,4.3,497,63.6,55,7,55,7,56,7.2,65,8.3,68,8.7,68,8.7,48,6.1,54,6.9,59,7.5,65,8.3,46,5.9,54,6.9,2,0.3,27,3.5,47,6,40,5.1,100,12.8,5,0.6,45,5.8,285,36.4,0,0,329,42.1,9,11.1,12,14.8,81,44,54.3,0,0,81,10.4,16,19.8,18,2.3,251,32.1,509,65.1
'210904,3,1.1,66,12,10.3,8.3000000000000007,0,0,0,0,0,0,0,7.7,0,0,22.2,0,0,0,0,0,0,0,16,3,542,0,0,110,20.3,131,24.2,9,1.5,6,1.1,473,87.3,30,5.5,36,6.6,39,7.2,46,8.5,40,7.4,47,8.7,41,7.6,34,6.3,46,8.5,41,7.6,40,7.4,36,6.6,0,0,17,3.1,31,5.7,35,6.5,231,42.6,0,0,110,20.3,69,12.7,0,0,364,67.2,-1,-1,8,9.9,81,66,81.5,0,0,81,14.9,-1,-1,21,3.9,187,34.5,159,29.3
'210905,0,0,93,14.8,0,0,4.7,2.2999999999999998,0,0,0,0,4.8,0,8.3000000000000007,40,0,0,0,0,0,0,0,0,83,12.2,678,0,0,22,3.2,156,23,3,0.4,40,5.9,484,71.4,35,5.2,62,9.1,46,6.8,45,6.6,47,6.9,40,5.9,61,9,49,7.2,62,9.1,51,7.5,50,7.4,49,7.2,0,0,15,2.2,41,6,40,5.9,90,13.3,0,0,23,3.4,194,28.6,0,0,185,27.3,10,12.5,18,22.5,80,44,55,0,0,80,11.8,8,10,18,2.7,227,33.5,414,61.1
'210906,0,0,16,18.2,16.7,0,0,0,0,0,0,0,.,23.1,0,0,0,0,0,0,0,0,.,0,4,4.5,89,0,0,4,4.5,1,1.1,1,0.9,5,5.6,67,75.3,8,9,6,6.7,9,10.1,10,11.2,13,14.6,11,12.4,9,10.1,7,7.9,0,0,0,0,0,0,0,0,0,0,1,1.1,9,10.1,7,7.9,8,9,1,1.1,4,4.5,22,24.7,0,0,32,36,-1,-1,-1,-1,22,11,50,0,0,22,24.7,6,27.3,6,6.7,7,7.9,73,82
'211901,1,1.9,14,13.9,0,3.8,0,0,.,.,.,.,.,5.9,0,0,0,0,.,.,.,.,.,.,1,0.9,111,0,0,46,41.4,0,0,0,0,0,0,73,65.8,16,14.4,18,16.2,25,22.5,23,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17.1,10,9,68,61.3,1,0.9,47,42.3,38,34.2,0,0,67,60.4,-1,-1,0,0,13,6,46.2,-1,-1,13,11.7,-1,-1,1,0.9,0,0,41,36.9
